company_name,slug,phone,address,city,state,zip,website,has_website,website_category,google_maps_url,business_status,source,discovery_city,discovery_query,license_number,license_status,license_expiration,county,contact_name,crossref_confidence,tsbpe_verified,phone_match,address_match,crossref_notes
Ardent Plumbing LLC.,ardent-plumbing-llc-plano,(214) 868-1832,"6600 Chase Oaks Blvd #150, Plano, TX 75023",Plano,TX,75023,http://ardentplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=16475147617405767530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Plano,plumber in Plano Texas,,,,,,,False,,,
GPS Plumbing,gps-plumbing-frisco,(469) 777-0217,"3064 Kentshire Ln, Frisco, TX 75034",Frisco,TX,75034,https://gps-plumbing.com/,True,dedicated_website,https://maps.google.com/?cid=8901455434105779031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Plano,plumber in Plano Texas,,,,,,,False,,,
Blue Star Plumbing LLC,blue-star-plumbing-llc-wylie,(214) 799-9284,"1185 Wheelis Rd, Wylie, TX 75098",Wylie,TX,75098,https://www.bluestarplumbingllc.com/,True,dedicated_website,https://maps.google.com/?cid=4023777781454751019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Plano,plumber in Plano Texas,,,,,,,False,,,
Dean’s Plumbing,dean-s-plumbing-richardson,(972) 449-5274,"610 Presidential Dr #110, Richardson, TX 75081",Richardson,TX,75081,https://www.deansplumbingtx.com/richardson-plumbers/?utm_source=google&utm_medium=organic&utm_campaign=gmb,True,dedicated_website,https://maps.google.com/?cid=3123228382804812306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Plano,plumber in Plano Texas,,,,,,,False,,,
QuickFix Plumber Plano,quickfix-plumber-plano-plano,(469) 817-7527,"1405 Municipal Avenue, 2213 14th St, Plano, TX 75074",Plano,TX,75074,http://quickfixplumberplano.com/,False,website_url_not_reachable,https://maps.google.com/?cid=985806310632907332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Plano,plumber in Plano Texas,,,,,,,False,,,
"Earl's Plumbing, Air & Electrical",earl-s-plumbing-air-electrical-lubbock,(806) 607-6348,"4720 US-84, Lubbock, TX 79415",Lubbock,TX,79415,https://callearls.com/schedule-service/?utm_source=gbp,True,dedicated_website,https://maps.google.com/?cid=10449407424731494491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Flatland Plumbing,flatland-plumbing-lubbock,(806) 795-3528,"2321 50th St, Lubbock, TX 79412",Lubbock,TX,79412,http://flatlandplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=14460692948475766572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Action Air Plumbing & Septic,action-air-plumbing-septic-lubbock,(806) 214-2722,"8211 Avenue D, Lubbock, TX 79404",Lubbock,TX,79404,https://actionairlubbock.com/,False,website_url_not_reachable,https://maps.google.com/?cid=17194072896015002668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Leaky’s Plumbing, Heating & A/C - Lubbock",leaky-s-plumbing-heating-a-c-lubbock-lubbock,(806) 454-9688,"5853 49th St, Lubbock, TX 79424",Lubbock,TX,79424,https://leakys.com/hvac-and-plumbing-services-in-lubbock/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,True,dedicated_website,https://maps.google.com/?cid=2223131172213546662&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Comfort Masters Plumbing Heating and Air Conditioning,comfort-masters-plumbing-heating-and-air-conditioning-lubboc,(806) 749-1000,"1318 E 50th St, Lubbock, TX 79404",Lubbock,TX,79404,https://comfortmasters.net/,True,dedicated_website,https://maps.google.com/?cid=5535890496518494412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Outlaw Plumbing LLC,outlaw-plumbing-llc-lubbock,(806) 392-0681,"6313 Homestead Ave # B2, Lubbock, TX 79424",Lubbock,TX,79424,http://outlawplumbingtx.com/,True,dedicated_website,https://maps.google.com/?cid=17215099983299873560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Pro Plumbing Lubbock TX,pro-plumbing-lubbock-tx-lubbock,(806) 589-5171,"2420 Broadway St, Lubbock, TX 79401",Lubbock,TX,79401,http://proplumbinglubbocktx.com/,False,website_url_not_reachable,https://maps.google.com/?cid=3870975002346071439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"WesTech Plumbing, LLC.",westech-plumbing-llc-lubbock,(806) 866-2382,"8211 Valencia Ave, Lubbock, TX 79424",Lubbock,TX,79424,https://www.westechplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=180361149811536607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Black Plumbing Heating & Air,black-plumbing-heating-air-lubbock,(806) 304-5117,"8215 Avenue D, Lubbock, TX 79404",Lubbock,TX,79404,https://blackplumbing.com/lubbock/,True,dedicated_website,https://maps.google.com/?cid=8905581480449821003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Lowery Plumbing, Heating & Air Conditioning",lowery-plumbing-heating-air-conditioning-lubbock,(806) 741-0519,"4105 N Frankford Ave, Lubbock, TX 79416",Lubbock,TX,79416,https://trustlowery.com/,True,dedicated_website,https://maps.google.com/?cid=206490823715296276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Cotton City Plumbing,cotton-city-plumbing-lubbock,(806) 441-4110,"1306 146th St, Lubbock, TX 79423",Lubbock,TX,79423,https://cottoncityplumbing.com/,False,website_url_not_reachable,https://maps.google.com/?cid=14122116929879608832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Joe Rushing Plumbing, Heating & Air Conditioning",joe-rushing-plumbing-heating-air-conditioning-lubbock,(806) 763-3988,"2405 1st St, Lubbock, TX 79415",Lubbock,TX,79415,https://www.joerushing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,True,dedicated_website,https://maps.google.com/?cid=11985600419010017099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Earl's Drain Cleaning,earl-s-drain-cleaning-lubbock,(806) 607-6296,"3532 34th St Ste 1, Lubbock, TX 79410",Lubbock,TX,79410,https://callearls.com/lubbock/?utm_source=gbp,True,dedicated_website,https://maps.google.com/?cid=1430126778051275484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
1213 Plumbing,1213-plumbing-lubbock,(806) 782-7454,"1933 70th St, Lubbock, TX 79412",Lubbock,TX,79412,https://1213plumbing.com/,True,dedicated_website,https://maps.google.com/?cid=9652233726389627884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Sinclair Heating, Cooling, Plumbing, Inc.",sinclair-heating-cooling-plumbing-inc-lubbock,(806) 454-9332,"6501 Upland Ave, Lubbock, TX 79407",Lubbock,TX,79407,https://www.callsinclair.com/?utm_source=GBPlisting&utm_medium=organic&utm_campaign=lubbock,True,dedicated_website,https://maps.google.com/?cid=16625746614692765327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Jay Young Plumbing, Heating and Air Conditioning",jay-young-plumbing-heating-and-air-conditioning-lubbock,(806) 783-8318,"117 82nd St, Lubbock, TX 79404",Lubbock,TX,79404,https://jyplumbinghvac.com/,True,dedicated_website,https://maps.google.com/?cid=11390940004577090724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Donnie Holland Plumbing,donnie-holland-plumbing-lubbock,(806) 475-5725,"2514 82nd St, Lubbock, TX 79413",Lubbock,TX,79413,http://www.dhplbk.com/,True,dedicated_website,https://maps.google.com/?cid=7650575329519839421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
"Leak-Tek Plumbing, Heating & Air",leak-tek-plumbing-heating-air-lubbock,(806) 451-9966,"5821 50th St Unit C, Lubbock, TX 79424",Lubbock,TX,79424,https://700035059.hibuwebsites.com/,False,website_url_not_reachable,https://maps.google.com/?cid=17638396491472296208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
Mr Justin Time Plumbing,mr-justin-time-plumbing-lubbock,(806) 855-4019,"5612 122nd Street, Lubbock, TX 79424",Lubbock,TX,79424,http://mrjustintimeplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=10062990544804182087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Lubbock,plumber in Lubbock Texas,,,,,,,False,,,
South Texas Plumbing Contractors,south-texas-plumbing-contractors-laredo,(956) 333-6935,"109 Flecha Ln Ste B, Laredo, TX 78045",Laredo,TX,78045,http://www.southtexasplumbingcontractors.com/,False,website_url_not_reachable,https://maps.google.com/?cid=1687279349361902417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
R & G Plumbing and Drain Services Inc,r-g-plumbing-and-drain-services-inc-laredo,(956) 726-6311,"902 Willow St, Laredo, TX 78040",Laredo,TX,78040,https://www.rgplumbinglaredo.com/,True,dedicated_website,https://maps.google.com/?cid=8801340310915018897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
E Maldonado & Sons Plumbing Co,e-maldonado-sons-plumbing-co-laredo,(956) 724-3675,"506 Boise Way, Laredo, TX 78041",Laredo,TX,78041,,False,no_website,https://maps.google.com/?cid=13324260547358574830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Arellano's Plumbing,arellano-s-plumbing-laredo,(956) 795-0751,"1217 Clark Blvd, Laredo, TX 78040",Laredo,TX,78040,,False,no_website,https://maps.google.com/?cid=6602798396805551368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Border Plumbing Services,border-plumbing-services-laredo,(956) 285-1540,"203 Rancho Grande, Laredo, TX 78043",Laredo,TX,78043,,False,no_website,https://maps.google.com/?cid=4729308943134842634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
City Plumbing Co,city-plumbing-co-laredo,(956) 723-9513,"315 Iturbide St, Laredo, TX 78040",Laredo,TX,78040,,False,no_website,https://maps.google.com/?cid=11586088307460848219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
A-Plus Plumbing Contractor,a-plus-plumbing-contractor-laredo,(956) 237-7810,"182 Old Milwaukee Rd, Laredo, TX 78043",Laredo,TX,78043,,False,no_website,https://maps.google.com/?cid=4944507591328352192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Norway Air Conditioning Inc.,norway-air-conditioning-inc-laredo,(956) 726-4419,"406 Boomtown St, Laredo, TX 78043",Laredo,TX,78043,https://www.norwayairconditioning.com/,True,dedicated_website,https://maps.google.com/?cid=13193149550487558772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Reece Plumbing,reece-plumbing-laredo,(956) 949-1100,"5673 TX-359 Ste B, Laredo, TX 78043",Laredo,TX,78043,https://www.reece.com/plumbing,True,dedicated_website,https://maps.google.com/?cid=7668354593207056768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Ruiz Handyman Service,ruiz-handyman-service-laredo,(956) 290-1000,"622 Birchwood Ln Apt B, Laredo, TX 78041",Laredo,TX,78041,,False,no_website,https://maps.google.com/?cid=6055406132409981911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
North Side Air Conditioning,north-side-air-conditioning-laredo,(956) 725-7428,"1401 Guatemozin St, Laredo, TX 78040",Laredo,TX,78040,,False,no_website,https://maps.google.com/?cid=18267925524312641358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
Texas Directional Boring,texas-directional-boring-laredo,(855) 233-9383,"1100 Matamoros St 2nd Fl, Laredo, TX 78040",Laredo,TX,78040,,False,no_website,https://maps.google.com/?cid=8580480916260747347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Laredo,plumber in Laredo Texas,,,,,,,False,,,
AAA AUGER Plumbing Services,aaa-auger-plumbing-services-irving,(972) 222-2843,"2437 E Union Bower Rd, Irving, TX 75061",Irving,TX,75061,https://www.aaa-auger.com/,True,dedicated_website,https://maps.google.com/?cid=8803129618215686118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
"Anytime Plumbing 365, Drain Cleaning & Repair",anytime-plumbing-365-drain-cleaning-repair-irving,(214) 307-4264,"320 Decker Dr Ste 102-08, Irving, TX 75062",Irving,TX,75062,https://www.anytimeplumbing365.com/,True,dedicated_website,https://maps.google.com/?cid=17913426170333875648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Premier Plumbing Solutions,premier-plumbing-solutions-irving,(972) 787-2269,"319 W 3rd St, Irving, TX 75060",Irving,TX,75060,https://premierplumbingdfw.com/?utm_source=Google+&utm_medium=Organic&utm_campaign=gbp,True,dedicated_website,https://maps.google.com/?cid=3112750783554794159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Just For You Plumbing and Heating,just-for-you-plumbing-and-heating-irving,(972) 928-0102,"6565 N MacArthur Blvd #406, Irving, TX 75039",Irving,TX,75039,https://justforyouplumbers.com/irving-tx/,True,dedicated_website,https://maps.google.com/?cid=8081384851060581745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Home Town Plumbing,home-town-plumbing-irving,(972) 790-8449,"317 Knob Oak Ct, Irving, TX 75060",Irving,TX,75060,https://www.hometownplumbingirving.com/contact-our-plumber.html,True,dedicated_website,https://maps.google.com/?cid=14001473261331403628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
"Plumber True Services of Irving, TX",plumber-true-services-of-irving-tx-irving,(469) 972-9525,"675 W Irving Blvd Suite 200, Irving, TX 75061",Irving,TX,75061,https://plumbertrueservices.com/irving,True,dedicated_website,https://maps.google.com/?cid=1853679519790770368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
My Local Plumber Water Heater Repairs and Leak Detection,my-local-plumber-water-heater-repairs-and-leak-detection-far,(972) 576-9654,"2430 Squire Pl, Farmers Branch, TX 75234",Farmers Branch,TX,75234,https://mylocalplumber.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp-farmers-branch,True,dedicated_website,https://maps.google.com/?cid=2571418456447893545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Palomino Plumbing,palomino-plumbing-coppell,(469) 271-5217,"822 Meadowglen Cir, Coppell, TX 75019",Coppell,TX,75019,https://www.callpalomino.com/,True,dedicated_website,https://maps.google.com/?cid=8768209752038465639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
All Masters Plumbing,all-masters-plumbing-dallas,(214) 396-0270,"11117 Shady Trail, Dallas, TX 75229",Dallas,TX,75229,https://allmastersplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=AMP_GMB_Dallas,True,dedicated_website,https://maps.google.com/?cid=10619070411808235243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
"Milestone Electric, A/C, & Plumbing",milestone-electric-a-c-plumbing-irving,(972) 532-0405,"4651 W John Carpenter Fwy Ste 170, Irving, TX 75063",Irving,TX,75063,https://callmilestone.com/irving/cooling/,True,dedicated_website,https://maps.google.com/?cid=146480897763465907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Carey Plumbing Company,carey-plumbing-company-irving,(817) 435-0850,"940 N Belt Line Rd #105, Irving, TX 75061",Irving,TX,75061,http://www.careyplumbingcompany.us/,True,dedicated_website,https://maps.google.com/?cid=5595165440034085655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
"Same Day Plumbing, LLC",same-day-plumbing-llc-irving,(682) 221-6979,"415 E Airport Fwy Ste 402, Irving, TX 75062",Irving,TX,75062,http://samedayplumbing.pro/,True,dedicated_website,https://maps.google.com/?cid=15918111253847161167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Big Brother Plumbing Services,big-brother-plumbing-services-irving,(214) 677-0410,"415 E Airport Fwy #330, Irving, TX 75062",Irving,TX,75062,https://bigbrotherplumbingtx.com/,True,dedicated_website,https://maps.google.com/?cid=14642056976926485333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Jim's Plumbing Now,jim-s-plumbing-now-carrollton,(972) 478-1082,"2418 Marsh Ln #106, Carrollton, TX 75006",Carrollton,TX,75006,https://www.jimsplumbingnow.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Carrollton-TX,True,dedicated_website,https://maps.google.com/?cid=11006109653122218782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
RWD Services LLC,rwd-services-llc-irving,(940) 872-3878,"1002 Sam Hill St, Irving, TX 75062",Irving,TX,75062,https://slableakdetectionirving.com/,True,dedicated_website,https://maps.google.com/?cid=18093544586759329216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Irving,plumber in Irving Texas,,,,,,,False,,,
Brooks Plumbing,brooks-plumbing-garland,(214) 368-3838,"627 Walnut Cir E, Garland, TX 75040",Garland,TX,75040,https://brooksplumbingtexas.com/,True,dedicated_website,https://maps.google.com/?cid=13468480363358294214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
Military Plumbing,military-plumbing-garland,(972) 698-4416,"13509 Lyndon B Johnson Fwy Ste 200, Garland, TX 75041",Garland,TX,75041,https://www.militaryplumbing.com/plumber-garland-tx,True,dedicated_website,https://maps.google.com/?cid=1022077327456279612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
"Milestone Electric, A/C, & Plumbing",milestone-electric-a-c-plumbing-garland,(972) 301-2994,"401 W Interstate 30, Garland, TX 75043",Garland,TX,75043,https://callmilestone.com/garland/plumbing/,True,dedicated_website,https://maps.google.com/?cid=3874595360899721008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
Speake's Plumbing,speake-s-plumbing-garland,(972) 271-9144,"633 N 5th St, Garland, TX 75040",Garland,TX,75040,http://www.speakesplumbing.com/,True,dedicated_website,https://maps.google.com/?cid=17370444938709554023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
"Plumber True Services of Garland, TX",plumber-true-services-of-garland-tx-garland,(469) 896-4954,"675 Town Square Blvd Ste 200, Building 1A, Garland, TX 75040",Garland,TX,75040,https://plumbertrueservices.com/garland,True,dedicated_website,https://maps.google.com/?cid=12899210229091136811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
"Anytime Plumbing 365, Drain Cleaning & Repair",anytime-plumbing-365-drain-cleaning-repair-garland,(214) 430-3461,"102 N Shiloh Rd Unit #: 104, Garland, TX 75042",Garland,TX,75042,https://www.anytimeplumbing365.com/,True,dedicated_website,https://maps.google.com/?cid=16725070626549026827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
Total Plumbing Service Inc.,total-plumbing-service-inc-rowlett,(972) 681-4434,"3706 Big A Rd, Rowlett, TX 75089",Rowlett,TX,75089,http://www.totalplumbing.net/?utm_campaign=gmb,True,dedicated_website,https://maps.google.com/?cid=5658363072042712192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
The Plumbing House,the-plumbing-house-garland,(972) 996-2890,"63 Bluffwalk Dr, Garland, TX 75040",Garland,TX,75040,https://www.theplumbinghouse.com/,True,dedicated_website,https://maps.google.com/?cid=18049502364844191724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
"Level Up Plumbing, LLC",level-up-plumbing-llc-garland,(254) 479-2184,"3960 Broadway Blvd Ste 220G, Garland, TX 75043",Garland,TX,75043,https://www.levelup-plumbing.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,True,dedicated_website,https://maps.google.com/?cid=7655707242582486844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,google_places,Garland,plumber in Garland Texas,,,,,,,False,,,
